Domain;Country;Element;Item;Year;Unit;Value
Food Supply - Livestock and Fish Primary Equivalent;Romania;Food supply quantity (kg/capita/yr);Poultry Meat;2012;kg;17.02
Food Supply - Livestock and Fish Primary Equivalent;Romania;Food supply quantity (kg/capita/yr);Poultry Meat;2013;kg;15.38
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Bovine Meat;2004;kg;17.57
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Bovine Meat;2005;kg;17.98
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Bovine Meat;2006;kg;17.17
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Bovine Meat;2007;kg;17.53
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Bovine Meat;2008;kg;18.89
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Bovine Meat;2009;kg;17.39
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Bovine Meat;2010;kg;17.16
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Bovine Meat;2011;kg;16.24
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Bovine Meat;2012;kg;17.07
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Bovine Meat;2013;kg;16.98
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2004;kg;1.02
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2005;kg;1.11
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2006;kg;1.2
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2007;kg;1.25
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2008;kg;1.33
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2009;kg;1.34
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2010;kg;1.35
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2011;kg;1.38
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2012;kg;1.4
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2013;kg;1.4
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Pigmeat;2004;kg;14.78
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Pigmeat;2005;kg;14.62
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Pigmeat;2006;kg;16.06
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Pigmeat;2007;kg;17.92
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Pigmeat;2008;kg;19.99
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Pigmeat;2009;kg;19.79
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Pigmeat;2010;kg;21.82
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Pigmeat;2011;kg;22.67
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Pigmeat;2012;kg;24.63
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Pigmeat;2013;kg;25.66
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Poultry Meat;2004;kg;15.71
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Poultry Meat;2005;kg;17.41
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Poultry Meat;2006;kg;19.89
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Poultry Meat;2007;kg;22.04
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Poultry Meat;2008;kg;22.43
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Poultry Meat;2009;kg;22.82
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Poultry Meat;2010;kg;22.32
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Poultry Meat;2011;kg;23.1
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Poultry Meat;2012;kg;26.66
Food Supply - Livestock and Fish Primary Equivalent;Russian Federation;Food supply quantity (kg/capita/yr);Poultry Meat;2013;kg;27.5
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Bovine Meat;2006;kg;7.45
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Bovine Meat;2007;kg;8.52
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Bovine Meat;2008;kg;9.37
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Bovine Meat;2009;kg;9.84
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Bovine Meat;2010;kg;9.5
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Bovine Meat;2011;kg;8.24
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Bovine Meat;2012;kg;8.04
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Bovine Meat;2013;kg;7.05
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2006;kg;2.06
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2007;kg;2
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2008;kg;2.36
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2009;kg;2.52
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2010;kg;2.36
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2011;kg;2.49
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2012;kg;2.72
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2013;kg;3.56
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Pigmeat;2006;kg;23.8
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Pigmeat;2007;kg;27.47
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Pigmeat;2008;kg;26.14
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Pigmeat;2009;kg;25.19
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Pigmeat;2010;kg;26.89
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Pigmeat;2011;kg;27.46
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Pigmeat;2012;kg;30.64
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Pigmeat;2013;kg;32.04
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Poultry Meat;2006;kg;7.58
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Poultry Meat;2007;kg;6.98
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Poultry Meat;2008;kg;7.79
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Poultry Meat;2009;kg;8.33
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Poultry Meat;2010;kg;8.84
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Poultry Meat;2011;kg;11
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Poultry Meat;2012;kg;10.57
Food Supply - Livestock and Fish Primary Equivalent;Serbia;Food supply quantity (kg/capita/yr);Poultry Meat;2013;kg;10.64
Food Supply - Livestock and Fish Primary Equivalent;Serbia and Montenegro;Food supply quantity (kg/capita/yr);Bovine Meat;2004;kg;15.33
Food Supply - Livestock and Fish Primary Equivalent;Serbia and Montenegro;Food supply quantity (kg/capita/yr);Bovine Meat;2005;kg;15.01
Food Supply - Livestock and Fish Primary Equivalent;Serbia and Montenegro;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2004;kg;2.41
Food Supply - Livestock and Fish Primary Equivalent;Serbia and Montenegro;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2005;kg;2.17
Food Supply - Livestock and Fish Primary Equivalent;Serbia and Montenegro;Food supply quantity (kg/capita/yr);Pigmeat;2004;kg;52.61
Food Supply - Livestock and Fish Primary Equivalent;Serbia and Montenegro;Food supply quantity (kg/capita/yr);Pigmeat;2005;kg;55.54
Food Supply - Livestock and Fish Primary Equivalent;Serbia and Montenegro;Food supply quantity (kg/capita/yr);Poultry Meat;2004;kg;8.69
Food Supply - Livestock and Fish Primary Equivalent;Serbia and Montenegro;Food supply quantity (kg/capita/yr);Poultry Meat;2005;kg;9.01
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Bovine Meat;2004;kg;5.92
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Bovine Meat;2005;kg;6.47
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Bovine Meat;2006;kg;6.09
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Bovine Meat;2007;kg;6.1
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Bovine Meat;2008;kg;5.67
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Bovine Meat;2009;kg;4.99
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Bovine Meat;2010;kg;5.07
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Bovine Meat;2011;kg;4.6
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Bovine Meat;2012;kg;5.04
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Bovine Meat;2013;kg;5.19
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2004;kg;0.19
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2005;kg;0.28
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2006;kg;0.11
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2007;kg;0.13
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2008;kg;0.23
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2009;kg;0.18
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2010;kg;0.18
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2011;kg;0.15
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2012;kg;0.15
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2013;kg;0.16
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Pigmeat;2004;kg;36.72
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Pigmeat;2005;kg;38.01
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Pigmeat;2006;kg;34.79
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Pigmeat;2007;kg;34.05
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Pigmeat;2008;kg;35.5
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Pigmeat;2009;kg;36.15
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Pigmeat;2010;kg;35.51
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Pigmeat;2011;kg;37.19
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Pigmeat;2012;kg;30.26
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Pigmeat;2013;kg;31.78
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Poultry Meat;2004;kg;18.28
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Poultry Meat;2005;kg;19.98
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Poultry Meat;2006;kg;19.81
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Poultry Meat;2007;kg;18.09
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Poultry Meat;2008;kg;18.07
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Poultry Meat;2009;kg;17.48
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Poultry Meat;2010;kg;16.05
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Poultry Meat;2011;kg;16.27
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Poultry Meat;2012;kg;12.2
Food Supply - Livestock and Fish Primary Equivalent;Slovakia;Food supply quantity (kg/capita/yr);Poultry Meat;2013;kg;15.13
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Bovine Meat;2004;kg;23.4
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Bovine Meat;2005;kg;23.51
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Bovine Meat;2006;kg;20.82
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Bovine Meat;2007;kg;21.33
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Bovine Meat;2008;kg;21.27
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Bovine Meat;2009;kg;20.57
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Bovine Meat;2010;kg;19.91
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Bovine Meat;2011;kg;19.67
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Bovine Meat;2012;kg;18.78
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Bovine Meat;2013;kg;18.43
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2004;kg;0.86
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2005;kg;0.98
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2006;kg;1
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2007;kg;1.05
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2008;kg;0.97
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2009;kg;1.01
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2010;kg;1.01
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2011;kg;0.92
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2012;kg;0.86
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2013;kg;0.79
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Pigmeat;2004;kg;44.03
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Pigmeat;2005;kg;43.81
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Pigmeat;2006;kg;44.52
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Pigmeat;2007;kg;41.49
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Pigmeat;2008;kg;41.11
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Pigmeat;2009;kg;39.23
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Pigmeat;2010;kg;39.55
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Pigmeat;2011;kg;37.02
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Pigmeat;2012;kg;33.4
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Pigmeat;2013;kg;28.19
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Poultry Meat;2004;kg;20.65
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Poultry Meat;2005;kg;22.78
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Poultry Meat;2006;kg;20.23
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Poultry Meat;2007;kg;19.81
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Poultry Meat;2008;kg;24.46
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Poultry Meat;2009;kg;26.21
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Poultry Meat;2010;kg;24.84
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Poultry Meat;2011;kg;23.54
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Poultry Meat;2012;kg;24.78
Food Supply - Livestock and Fish Primary Equivalent;Slovenia;Food supply quantity (kg/capita/yr);Poultry Meat;2013;kg;23.46
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Bovine Meat;2004;kg;15.66
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Bovine Meat;2005;kg;15.6
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Bovine Meat;2006;kg;15.28
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Bovine Meat;2007;kg;14.91
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Bovine Meat;2008;kg;14.72
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Bovine Meat;2009;kg;14.22
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Bovine Meat;2010;kg;13.68
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Bovine Meat;2011;kg;13.03
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Bovine Meat;2012;kg;12.43
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Bovine Meat;2013;kg;12.15
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2004;kg;5.51
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2005;kg;5.39
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2006;kg;4.91
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2007;kg;4.52
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2008;kg;3.48
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2009;kg;2.82
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2010;kg;2.78
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2011;kg;2.72
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2012;kg;2.3
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2013;kg;2.16
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Pigmeat;2004;kg;57.29
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Pigmeat;2005;kg;56.76
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Pigmeat;2006;kg;57.6
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Pigmeat;2007;kg;59.93
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Pigmeat;2008;kg;54.62
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Pigmeat;2009;kg;48.48
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Pigmeat;2010;kg;49.38
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Pigmeat;2011;kg;48.32
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Pigmeat;2012;kg;48.8
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Pigmeat;2013;kg;48.92
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Poultry Meat;2004;kg;27.66
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Poultry Meat;2005;kg;28.09
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Poultry Meat;2006;kg;27.2
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Poultry Meat;2007;kg;28.9
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Poultry Meat;2008;kg;27.19
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Poultry Meat;2009;kg;29.65
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Poultry Meat;2010;kg;27.74
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Poultry Meat;2011;kg;29.64
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Poultry Meat;2012;kg;30.01
Food Supply - Livestock and Fish Primary Equivalent;Spain;Food supply quantity (kg/capita/yr);Poultry Meat;2013;kg;28.63
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Bovine Meat;2004;kg;23.68
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Bovine Meat;2005;kg;23.86
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Bovine Meat;2006;kg;24
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Bovine Meat;2007;kg;23.99
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Bovine Meat;2008;kg;23.52
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Bovine Meat;2009;kg;23.28
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Bovine Meat;2010;kg;23.79
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Bovine Meat;2011;kg;24.18
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Bovine Meat;2012;kg;23.82
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Bovine Meat;2013;kg;24.58
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2004;kg;0.88
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2005;kg;1.04
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2006;kg;1.14
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2007;kg;1.16
