Domain;Country;Element;Item;Year;Unit;Value
Food Supply - Livestock and Fish Primary Equivalent;Greece;Food supply quantity (kg/capita/yr);Poultry Meat;2004;kg;17.17
Food Supply - Livestock and Fish Primary Equivalent;Greece;Food supply quantity (kg/capita/yr);Poultry Meat;2005;kg;18.19
Food Supply - Livestock and Fish Primary Equivalent;Greece;Food supply quantity (kg/capita/yr);Poultry Meat;2006;kg;14.25
Food Supply - Livestock and Fish Primary Equivalent;Greece;Food supply quantity (kg/capita/yr);Poultry Meat;2007;kg;13.82
Food Supply - Livestock and Fish Primary Equivalent;Greece;Food supply quantity (kg/capita/yr);Poultry Meat;2008;kg;14.71
Food Supply - Livestock and Fish Primary Equivalent;Greece;Food supply quantity (kg/capita/yr);Poultry Meat;2009;kg;14.98
Food Supply - Livestock and Fish Primary Equivalent;Greece;Food supply quantity (kg/capita/yr);Poultry Meat;2010;kg;14.92
Food Supply - Livestock and Fish Primary Equivalent;Greece;Food supply quantity (kg/capita/yr);Poultry Meat;2011;kg;13.32
Food Supply - Livestock and Fish Primary Equivalent;Greece;Food supply quantity (kg/capita/yr);Poultry Meat;2012;kg;14.85
Food Supply - Livestock and Fish Primary Equivalent;Greece;Food supply quantity (kg/capita/yr);Poultry Meat;2013;kg;15.74
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Bovine Meat;2004;kg;8.96
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Bovine Meat;2005;kg;6.31
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Bovine Meat;2006;kg;7.83
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Bovine Meat;2007;kg;6.73
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Bovine Meat;2008;kg;5.78
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Bovine Meat;2009;kg;5.67
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Bovine Meat;2010;kg;5.31
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Bovine Meat;2011;kg;6.01
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Bovine Meat;2012;kg;5.54
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Bovine Meat;2013;kg;4.96
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2004;kg;0.2
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2005;kg;0.12
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2006;kg;0.11
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2007;kg;0.1
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2008;kg;0.13
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2009;kg;0.11
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2010;kg;0.11
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2011;kg;0.14
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2012;kg;0.14
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2013;kg;0.11
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Pigmeat;2004;kg;46.25
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Pigmeat;2005;kg;43.55
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Pigmeat;2006;kg;46.22
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Pigmeat;2007;kg;47.76
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Pigmeat;2008;kg;45.53
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Pigmeat;2009;kg;44.53
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Pigmeat;2010;kg;40.48
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Pigmeat;2011;kg;41.46
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Pigmeat;2012;kg;38.98
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Pigmeat;2013;kg;34.93
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Poultry Meat;2004;kg;33.99
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Poultry Meat;2005;kg;33.33
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Poultry Meat;2006;kg;29.36
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Poultry Meat;2007;kg;27.67
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Poultry Meat;2008;kg;28.32
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Poultry Meat;2009;kg;27.39
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Poultry Meat;2010;kg;23.69
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Poultry Meat;2011;kg;25.21
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Poultry Meat;2012;kg;26.1
Food Supply - Livestock and Fish Primary Equivalent;Hungary;Food supply quantity (kg/capita/yr);Poultry Meat;2013;kg;23.78
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Bovine Meat;2004;kg;12.61
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Bovine Meat;2005;kg;11.88
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Bovine Meat;2006;kg;12.26
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Bovine Meat;2007;kg;12.2
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Bovine Meat;2008;kg;12.1
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Bovine Meat;2009;kg;11.67
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Bovine Meat;2010;kg;11.49
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Bovine Meat;2011;kg;12.96
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Bovine Meat;2012;kg;13.27
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Bovine Meat;2013;kg;13.36
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2004;kg;23.59
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2005;kg;24.43
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2006;kg;24.91
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2007;kg;24.8
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2008;kg;23.07
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2009;kg;20.05
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2010;kg;18.02
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2011;kg;21.45
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2012;kg;21.97
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2013;kg;21.12
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Pigmeat;2004;kg;18.92
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Pigmeat;2005;kg;17.87
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Pigmeat;2006;kg;19.39
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Pigmeat;2007;kg;21.04
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Pigmeat;2008;kg;22.58
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Pigmeat;2009;kg;20.82
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Pigmeat;2010;kg;19.46
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Pigmeat;2011;kg;20.03
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Pigmeat;2012;kg;19.36
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Pigmeat;2013;kg;21.69
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Poultry Meat;2004;kg;18.85
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Poultry Meat;2005;kg;20.04
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Poultry Meat;2006;kg;22.76
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Poultry Meat;2007;kg;26.09
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Poultry Meat;2008;kg;25.77
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Poultry Meat;2009;kg;23.91
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Poultry Meat;2010;kg;22.94
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Poultry Meat;2011;kg;24.54
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Poultry Meat;2012;kg;26.28
Food Supply - Livestock and Fish Primary Equivalent;Iceland;Food supply quantity (kg/capita/yr);Poultry Meat;2013;kg;26.87
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Bovine Meat;2004;kg;27.64
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Bovine Meat;2005;kg;26.03
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Bovine Meat;2006;kg;27.74
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Bovine Meat;2007;kg;23.94
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Bovine Meat;2008;kg;22.14
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Bovine Meat;2009;kg;22.78
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Bovine Meat;2010;kg;23
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Bovine Meat;2011;kg;22.89
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Bovine Meat;2012;kg;22.42
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Bovine Meat;2013;kg;22.35
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2004;kg;6.01
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2005;kg;5.14
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2006;kg;4.81
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2007;kg;4.83
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2008;kg;4.35
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2009;kg;4.15
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2010;kg;3.58
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2011;kg;2.8
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2012;kg;3
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2013;kg;4.1
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Pigmeat;2004;kg;38.96
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Pigmeat;2005;kg;35.77
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Pigmeat;2006;kg;36.35
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Pigmeat;2007;kg;34.81
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Pigmeat;2008;kg;33.77
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Pigmeat;2009;kg;32.6
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Pigmeat;2010;kg;31.08
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Pigmeat;2011;kg;30.26
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Pigmeat;2012;kg;31.86
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Pigmeat;2013;kg;32.4
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Poultry Meat;2004;kg;27.82
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Poultry Meat;2005;kg;32.21
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Poultry Meat;2006;kg;28.12
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Poultry Meat;2007;kg;26.13
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Poultry Meat;2008;kg;27.6
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Poultry Meat;2009;kg;26.02
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Poultry Meat;2010;kg;23.15
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Poultry Meat;2011;kg;21.44
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Poultry Meat;2012;kg;25.32
Food Supply - Livestock and Fish Primary Equivalent;Ireland;Food supply quantity (kg/capita/yr);Poultry Meat;2013;kg;26.26
Food Supply - Livestock and Fish Primary Equivalent;Italy;Food supply quantity (kg/capita/yr);Bovine Meat;2004;kg;23.53
Food Supply - Livestock and Fish Primary Equivalent;Italy;Food supply quantity (kg/capita/yr);Bovine Meat;2005;kg;23.61
Food Supply - Livestock and Fish Primary Equivalent;Italy;Food supply quantity (kg/capita/yr);Bovine Meat;2006;kg;24.28
Food Supply - Livestock and Fish Primary Equivalent;Italy;Food supply quantity (kg/capita/yr);Bovine Meat;2007;kg;24.05
Food Supply - Livestock and Fish Primary Equivalent;Italy;Food supply quantity (kg/capita/yr);Bovine Meat;2008;kg;22.91
Food Supply - Livestock and Fish Primary Equivalent;Italy;Food supply quantity (kg/capita/yr);Bovine Meat;2009;kg;23.59
Food Supply - Livestock and Fish Primary Equivalent;Italy;Food supply quantity (kg/capita/yr);Bovine Meat;2010;kg;23.13
Food Supply - Livestock and Fish Primary Equivalent;Italy;Food supply quantity (kg/capita/yr);Bovine Meat;2011;kg;21.53
Food Supply - Livestock and Fish Primary Equivalent;Italy;Food supply quantity (kg/capita/yr);Bovine Meat;2012;kg;20.73
Food Supply - Livestock and Fish Primary Equivalent;Italy;Food supply quantity (kg/capita/yr);Bovine Meat;2013;kg;18.6
Food Supply - Livestock and Fish Primary Equivalent;Italy;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2004;kg;1.41
Food Supply - Livestock and Fish Primary Equivalent;Italy;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2005;kg;1.45
Food Supply - Livestock and Fish Primary Equivalent;Italy;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2006;kg;1.48
